,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy,rseo_clust_profit,rseo_clust_storage,rseo_clust_energy
0,49.0,2825.0,8782438.93724363,48.0,3580.0,7314382.582414434,64.0,3675.0,7656487.32415054,0.0,45.0,3320.0,5099544.772103792,54.0,3634.0,8748987.414969627,61.0,8031115.749613908,3362.0
1,91.0,3797.0,9413617.149072483,82.0,3804.0,9014943.350642435,92.0,3908.0,9559212.701957759,0.0,63.0,3532.0,5628346.935039017,53.0,3041.0,8458415.764778275,90.0,7770125.599512758,3644.0
2,61.0,3973.0,7130760.484711594,50.0,3835.0,6937087.950951993,58.0,3756.0,7963907.122625216,0.0,49.0,4304.0,4602623.135999986,45.0,3485.0,5043197.2419722155,52.0,5237504.84420941,3351.0
3,66.0,3157.0,8806646.548108283,81.0,3912.0,8361485.731121974,78.0,3303.0,9533080.493847914,0.0,64.0,4578.0,6617690.823551397,53.0,2628.0,8427750.675052034,84.0,9129423.403491337,3011.0
4,76.0,3188.0,8686558.560559982,72.0,3886.0,6402105.693853951,70.0,2735.0,9141973.34618204,0.0,62.0,4206.0,6089195.442133741,46.0,2988.0,4630373.2411030475,80.0,7367458.758190148,3546.0
5,68.0,3540.0,8562677.113966588,55.0,3501.0,8119373.136360351,64.0,3368.0,9480590.84406906,0.0,41.0,3972.0,5874019.276840667,47.0,3604.0,5758268.074485461,62.0,6078908.867422431,3206.0
6,58.0,3227.0,8435675.923614379,37.0,3899.0,6011160.399969606,61.0,3549.0,9458193.282352114,0.0,43.0,3352.0,4767934.440699751,50.0,3681.0,9876727.5516762,60.0,6798424.101227049,3174.0
7,85.0,3457.0,8983370.529385636,72.0,3916.0,7999875.5711296685,69.0,3126.0,9886049.371073121,0.0,55.0,3670.0,7807402.341404796,46.0,2751.0,7006160.891916467,90.0,8315510.671568351,3618.0
8,66.0,3537.0,9250160.390363961,57.0,3629.0,7572335.341493046,66.0,3537.0,8580069.917897321,0.0,51.0,3954.0,4369930.550823792,41.0,3295.0,3189177.118441886,59.0,7425520.800312691,3174.0
9,69.0,3214.0,7791724.618747458,59.0,3857.0,9212891.840444477,65.0,3009.0,8879647.644757891,0.0,52.0,3758.0,6585696.566695193,59.0,4145.0,5318340.229524157,78.0,8830488.00707045,3848.0
10,67.0,3249.0,8550669.21498447,72.0,3493.0,9529793.988213236,70.0,3190.0,9452568.984871436,0.0,50.0,4394.0,6232493.745938768,43.0,3275.0,7086192.9619499585,81.0,7353998.058470824,3758.0
11,73.0,3875.0,9031741.207612863,55.0,3960.0,8402005.624388771,56.0,2671.0,8762356.186845753,0.0,53.0,3664.0,6151176.36158482,49.0,3898.0,7692774.13113592,60.0,8308109.525182654,2848.0
12,80.0,3788.0,7813852.777572304,74.0,3788.0,8469349.052253164,80.0,3788.0,8610520.370486405,0.0,56.0,3390.0,6722906.344624693,47.0,3215.0,4884094.509749924,76.0,8299254.772625534,3517.0
